Epoc,Iter,M2,D2,V2,Pmech2,Loss
1076,5380,12.03015137,10.05108356,2.005011559,0.480081409,1.29E-08
1076,5381,12.03012848,10.05103016,2.005031824,0.479964495,5.51E-08
1076,5382,12.0301342,10.05099583,2.004838467,0.480062902,3.94E-08
1076,5383,12.03012562,10.05095863,2.004618406,0.480136454,4.03E-08
1076,5384,12.03011799,10.0509243,2.004481316,0.480066508,2.22E-08
1077,5385,12.03011322,10.05091763,2.004546642,0.479951918,2.03E-08
1077,5386,12.03011131,10.05091763,2.004540205,0.479896396,1.80E-08
1077,5387,12.03017998,10.05081844,2.0043118,0.480027735,3.68E-08
1077,5388,12.0302515,10.05071449,2.004134655,0.480059564,1.62E-08
1077,5389,12.03028584,10.05062294,2.004140377,0.47984457,3.53E-08
1078,5390,12.03028965,10.05063057,2.004082918,0.479882926,1.58E-08
1078,5391,12.03029346,10.0506382,2.003980637,0.479953974,1.23E-08
1078,5392,12.03029728,10.05064392,2.003939152,0.479915887,1.53E-08
1078,5393,12.03022957,10.05069351,2.004041672,0.479700565,3.00E-08
1078,5394,12.03014088,10.05073071,2.003906727,0.47979933,4.04E-08
1079,5395,12.03013992,10.05071926,2.00380373,0.479912758,1.47E-08
1079,5396,12.03007698,10.0506916,2.003645897,0.480152756,7.81E-09
1079,5397,12.02994347,10.05067539,2.003948927,0.479810119,1.12E-07
1079,5398,12.029809,10.05065918,2.004160881,0.479562432,1.40E-08
1079,5399,12.02970695,10.05057907,2.003920794,0.479862779,1.00E-07
1080,5400,12.02970695,10.05057907,2.003898621,0.479864448,1.12E-08
1080,5401,12.02970695,10.05057812,2.003849983,0.479871809,1.18E-08
1080,5402,12.02970409,10.05057526,2.003825665,0.479819179,1.29E-08
1080,5403,12.02961922,10.05056763,2.003698349,0.47997129,1.60E-08
1080,5404,12.0291996,10.05083179,2.003639936,0.480324864,1.42E-08
1081,5405,12.02902794,10.05090904,2.0043962,0.47943458,2.28E-07
1081,5406,12.02922535,10.05118847,2.004293919,0.479254812,1.68E-07
1081,5407,12.03059959,10.0517292,2.002719641,0.479646385,1.98E-07
1081,5408,12.0316143,10.0508585,2.000941753,0.48078084,1.54E-07
1081,5409,12.03282547,10.04908943,2.000953674,0.479379147,1.71E-06
1082,5410,12.03269386,10.04888058,2.000781775,0.479750037,3.87E-08
1082,5411,12.03257751,10.0481472,2.001446962,0.479017735,3.22E-07
1082,5412,12.03240204,10.04776192,2.001873255,0.478625953,3.70E-08
1082,5413,12.03166771,10.04744339,2.002962828,0.477801651,5.95E-08
1082,5414,12.03094196,10.04713535,2.001857996,0.479897112,2.23E-06
1083,5415,12.03094292,10.04713249,2.002469063,0.479067415,1.82E-07
1083,5416,12.03094387,10.04713726,2.002526522,0.478958905,1.40E-07
1083,5417,12.02896595,10.041996,2.002624512,0.481101125,1.34E-06
1083,5418,12.02688694,10.03722477,2.004662514,0.480755299,1.62E-06
1083,5419,12.02502155,10.03253078,2.007383108,0.479244202,3.65E-07
1084,5420,12.02498245,10.03264046,2.005690575,0.48149994,1.38E-06
1084,5421,12.02514935,10.03231239,2.005333424,0.481777281,1.06E-06
1084,5422,12.02501202,10.03162479,2.007009268,0.479608387,1.61E-06
1084,5423,12.02487373,10.03093719,2.007488489,0.478992671,6.79E-07
1084,5424,12.02488804,10.03053284,2.005731583,0.481139392,2.08E-06
1085,5425,12.02488899,10.03053474,2.00669837,0.479813993,4.95E-07
1085,5426,12.02490902,10.03053951,2.006768942,0.479612827,3.73E-07
1085,5427,12.02442455,10.03036118,2.006409407,0.480443537,2.92E-07
1085,5428,12.02395248,10.03018284,2.005904436,0.4813945,4.05E-08
1085,5429,12.02321911,10.0300293,2.006727219,0.480767846,6.83E-07
1086,5430,12.02323818,10.03001595,2.006998777,0.480345845,7.67E-08
1086,5431,12.02325535,10.0300045,2.006934166,0.480317771,7.55E-08
1086,5432,12.02465153,10.0311861,2.004635811,0.481731921,6.56E-07
1086,5433,12.02571678,10.03232765,2.004566669,0.480437338,1.89E-06
1086,5434,12.02586079,10.03352642,2.005360603,0.478624851,1.63E-07
1087,5435,12.02587318,10.03357887,2.003419399,0.481124431,1.67E-06
1087,5436,12.02587986,10.03364086,2.003127098,0.481445223,1.26E-06
1087,5437,12.02590847,10.03371811,2.004942179,0.478988498,2.07E-06
1087,5438,12.02594662,10.03380108,2.005378246,0.478285909,8.44E-07
1087,5439,12.02590466,10.03388596,2.003533125,0.480582029,2.45E-06
1088,5440,12.02590179,10.03381443,2.004504681,0.479311734,4.46E-07
1088,5441,12.02589893,10.03374481,2.004616499,0.479120523,3.30E-07
1088,5442,12.02718735,10.03377533,2.002646923,0.480432779,6.46E-07
1088,5443,12.02812004,10.03407001,2.002019405,0.48025474,6.00E-07
1088,5444,12.02904797,10.0343771,2.002411127,0.478748292,4.72E-07
1089,5445,12.02905846,10.03438187,2.001468897,0.479939222,3.81E-07
1089,5446,12.02907658,10.03439045,2.001307487,0.480106354,2.80E-07
1089,5447,12.02924061,10.03455639,2.001971245,0.479067832,3.82E-07
1089,5448,12.02941227,10.03472233,2.002215385,0.478549302,7.42E-08
1089,5449,12.02950859,10.03492641,2.001332998,0.479528129,5.83E-07
1090,5450,12.02944756,10.0350666,2.001763105,0.479002774,7.24E-08
1090,5451,12.02939224,10.03520203,2.001747131,0.479033798,8.15E-08
1090,5452,12.02929401,10.0354805,2.001316071,0.479610741,7.72E-08
1090,5453,12.02919579,10.03576183,2.00133276,0.479601741,8.75E-08
1090,5454,12.02910423,10.03600216,2.00178504,0.479020506,8.21E-08
1091,5455,12.02915096,10.03614235,2.001537085,0.47926864,1.92E-08
1091,5456,12.02919769,10.03628349,2.001231432,0.47957927,2.63E-09
1091,5457,12.02924347,10.03642464,2.001373053,0.479306012,8.33E-08
1091,5458,12.02928448,10.03657341,2.001596451,0.478919506,4.46E-09
1091,5459,12.02814102,10.0367918,2.001410246,0.480044454,5.43E-07
1092,5460,12.02800655,10.03675079,2.001415014,0.480154037,3.44E-09
1092,5461,12.02786636,10.03671074,2.002579212,0.478776634,5.20E-07
1092,5462,12.02772522,10.03667259,2.002717972,0.478693664,3.98E-07
1092,5463,12.02793217,10.0349741,2.001528978,0.480134189,5.46E-07
1092,5464,12.02814865,10.03325939,2.001429796,0.480168492,4.62E-07
1093,5465,12.02814484,10.03328705,2.002612114,0.478655487,5.30E-07
1093,5466,12.028265,10.03380394,2.002556801,0.478552938,4.66E-07
1093,5467,12.02872658,10.03459644,2.001074553,0.479940534,5.14E-07
1093,5468,12.02919483,10.0353899,2.000580072,0.48005721,3.71E-07
1093,5469,12.02972507,10.03623867,2.001317739,0.478553504,5.96E-07
1094,5470,12.02883244,10.03727055,2.000484705,0.480240196,6.53E-07
1094,5471,12.02789116,10.03815651,2.001339436,0.479849875,9.83E-07
1094,5472,12.02585697,10.03802586,2.004333019,0.477660358,7.48E-07
1094,5473,12.02014065,10.0353241,2.00704813,0.479435891,3.64E-06
1094,5474,12.0153265,10.03233433,2.007543325,0.483364105,1.28E-06
1095,5475,12.01527882,10.03696156,2.010629654,0.479255408,4.65E-06
1095,5476,12.01550865,10.04216003,2.010399103,0.478772223,3.69E-06
1095,5477,12.01600361,10.04720783,2.006554842,0.482416987,4.97E-06
1095,5478,12.01598263,10.05384636,2.004951477,0.483489186,1.95E-06
1095,5479,12.0245676,10.0597744,2.001153469,0.478601187,1.14E-05
1096,5480,12.02330208,10.06033897,2.0026896,0.477927268,1.57E-07
1096,5481,12.02290535,10.06114674,2.001647711,0.479394883,1.50E-06
1096,5482,12.0221262,10.0612402,2.000397682,0.481549621,1.65E-07
1096,5483,12.02141953,10.06128597,2.002102137,0.480161071,4.16E-06
1096,5484,12.02070999,10.06133175,2.004631042,0.477772534,3.52E-07
1097,5485,12.02074337,10.06127739,2.001967907,0.480864942,3.40E-06
1097,5486,12.02078056,10.06122494,2.000992298,0.481961548,1.42E-06
1097,5487,12.02463818,10.06265545,1.99821651,0.481332779,1.05E-06
1097,5488,12.02959919,10.06248856,1.997133613,0.477569669,3.76E-06
1097,5489,12.03362846,10.06041527,1.995018125,0.475998312,1.83E-06
1098,5490,12.02609444,10.06341267,1.997169375,0.482077241,1.74E-05
1098,5491,12.02027988,10.06535149,2.001760006,0.484153569,7.47E-06
1098,5492,12.0149374,10.06730366,2.009675741,0.480673343,1.52E-05
1098,5493,12.00994682,10.06924152,2.016192198,0.477868944,2.66E-07
1098,5494,12.00527668,10.07115459,2.022069931,0.47507906,3.69E-08
1099,5495,12.00539875,10.07120609,2.016297817,0.483175039,5.49E-05
1099,5496,12.00552273,10.07125282,2.01112318,0.489920348,2.93E-07
1099,5497,12.0026226,10.07525253,2.012115717,0.491277933,3.19E-05
1099,5498,11.99990368,10.07905197,2.018008709,0.48577261,5.95E-05
1099,5499,11.99700451,10.08276176,2.023777485,0.480254412,8.06E-07
1100,5500,11.9968462,10.08333969,2.021915913,0.482821345,1.09E-05
1100,5501,11.99671555,10.08392906,2.019336224,0.486216635,1.72E-06
1100,5502,11.99662209,10.08456039,2.01800251,0.487874955,5.31E-06
1100,5503,12.00368786,10.07414436,2.016735077,0.483720392,6.13E-05
1100,5504,12.00997257,10.0658741,2.015812874,0.479312479,6.40E-07
1101,5505,12.00967884,10.0657444,2.014763832,0.480849683,4.98E-06
1101,5506,12.00938797,10.06561661,2.012933254,0.483261317,1.83E-06
1101,5507,12.0090971,10.06548691,2.011669159,0.484962434,1.17E-06
1101,5508,12.00869846,10.06540012,2.011939764,0.484926462,6.49E-06
1101,5509,12.00830841,10.06529522,2.013683319,0.483121246,6.71E-06
1102,5510,12.00830746,10.06529903,2.014098883,0.482595772,7.15E-07
1102,5511,12.00831032,10.06531048,2.014655113,0.481865436,2.26E-07
1102,5512,12.00831413,10.06532097,2.014915705,0.481444031,3.58E-07
1102,5513,12.0082922,10.06536674,2.014748335,0.481512547,6.43E-07
1102,5514,12.00827694,10.06541252,2.014080763,0.482125312,7.60E-07
1103,5515,12.00828648,10.06540489,2.013890028,0.482300788,2.20E-07
1103,5516,12.00829601,10.06539726,2.013703585,0.482433528,1.44E-07
1103,5517,12.00830555,10.06538391,2.013604641,0.482425839,1.78E-07
1103,5518,12.00834465,10.06538105,2.013310194,0.4825688,2.32E-07
1103,5519,12.00858593,10.06544685,2.013440132,0.481992781,1.07E-06
1104,5520,12.00858498,10.0654459,2.013356686,0.482055455,1.37E-07
1104,5521,12.0086422,10.06540203,2.01345253,0.48183018,2.49E-07
1104,5522,12.0086956,10.06537247,2.013438463,0.481701672,1.43E-07
1104,5523,12.01077366,10.06365967,2.01334095,0.479904592,5.31E-06
1104,5524,12.01284981,10.06195164,2.012087345,0.47941187,3.35E-06
1105,5525,12.01283836,10.06195545,2.010877609,0.480813593,3.78E-06
1105,5526,12.01281357,10.06197262,2.009341002,0.482578695,3.37E-07
1105,5527,12.01263046,10.06199646,2.008399963,0.483757138,7.49E-07
1105,5528,12.01502514,10.05894089,2.007811308,0.4823623,1.25E-05
1105,5529,12.017416,10.05593586,2.008007288,0.480042279,1.74E-06
1106,5530,12.01817417,10.05605793,2.007810593,0.47952649,5.17E-07
1106,5531,12.01894569,10.05619335,2.006929159,0.479761273,1.12E-06
1106,5532,12.01971912,10.05632973,2.00561142,0.480480582,4.73E-07
1106,5533,12.02049541,10.05646515,2.004391909,0.481072307,5.44E-08
1106,5534,12.02126598,10.05661297,2.003729105,0.481014013,7.98E-07
1107,5535,12.02125454,10.05660915,2.004353523,0.48029536,9.53E-07
1107,5536,12.02149391,10.0564394,2.00506711,0.479248136,1.97E-07
1107,5537,12.02168369,10.05625725,2.005367041,0.478715986,5.02E-07
1107,5538,12.0218277,10.05603504,2.004923344,0.479078561,1.46E-06
1107,5539,12.0219574,10.05580807,2.003942251,0.480062217,7.01E-07
1108,5540,12.0219574,10.05580807,2.004034281,0.479945034,3.55E-08
1108,5541,12.02195644,10.05580902,2.004141569,0.479798734,1.37E-08
1108,5542,12.02199078,10.05579376,2.004111052,0.479759872,4.06E-08
1108,5543,12.02228165,10.05559921,2.003640413,0.479956269,1.39E-07
1108,5544,12.02262783,10.05539131,2.00321126,0.480049729,2.11E-08
1109,5545,12.02279949,10.05535507,2.003200054,0.479902118,3.69E-08
1109,5546,12.02297688,10.05530739,2.003296614,0.479616702,3.83E-08
1109,5547,12.02315521,10.0552597,2.003330469,0.479392916,1.45E-08
1109,5548,12.02333546,10.05521107,2.003171206,0.47938022,8.14E-08
1109,5549,12.02330971,10.05531979,2.00298214,0.47958371,7.64E-08
1110,5550,12.02330971,10.05531979,2.00294137,0.479621917,8.79E-09
1110,5551,12.02319336,10.05533695,2.003069401,0.479543388,4.39E-08
1110,5552,12.02306747,10.05537605,2.003170013,0.479497552,6.56E-09
1110,5553,12.02296448,10.05537319,2.003122568,0.479591519,3.96E-08
1110,5554,12.02286148,10.05536938,2.003018379,0.479741096,1.19E-08
1111,5555,12.0228653,10.05536652,2.003056049,0.479685694,1.05E-08
1111,5556,12.0228548,10.05536842,2.003130436,0.479586095,1.44E-08
1111,5557,12.02278042,10.05535316,2.003144026,0.479615539,2.71E-08
1111,5558,12.02270889,10.05533409,2.003105164,0.479693264,1.12E-08
1111,5559,12.02263641,10.05531502,2.00307107,0.479756027,7.43E-09
1112,5560,12.02263641,10.05531406,2.003117085,0.479693204,1.25E-08
1112,5561,12.02263641,10.05531311,2.003165483,0.479617476,7.28E-09
1112,5562,12.02263832,10.05531025,2.003160715,0.479591906,1.11E-08
1112,5563,12.02264023,10.05530643,2.003090858,0.479631126,1.32E-08
1112,5564,12.02264214,10.05530262,2.002992153,0.479692042,8.02E-09
1113,5565,12.02263832,10.05530167,2.002980232,0.479704291,3.67E-09
1113,5566,12.02225113,10.05535507,2.003432274,0.479485005,1.12E-07
1113,5567,12.02186203,10.05540752,2.003715277,0.479451329,5.54E-08
1113,5568,12.02147484,10.05546284,2.003763676,0.479673237,9.75E-08
1113,5569,12.02107048,10.05552769,2.003734589,0.479991078,1.95E-08
1114,5570,12.02130127,10.05542946,2.003732443,0.479782045,5.74E-08
1114,5571,12.02151203,10.05532646,2.003731728,0.479591161,7.41E-10
1114,5572,12.02172661,10.0552206,2.003573179,0.479565501,4.58E-08
1114,5573,12.02196598,10.05514622,2.00327158,0.479661345,3.21E-08
1114,5574,12.02220631,10.05507183,2.002928019,0.479793489,9.41E-09
1115,5575,12.02202988,10.0551033,2.002989769,0.479882866,1.43E-08
1115,5576,12.02185535,10.05514336,2.003184557,0.479806542,4.02E-08
1115,5577,12.0210495,10.05470657,2.00421381,0.479342759,2.30E-07
1115,5578,12.02024651,10.05426311,2.004849911,0.479317129,2.47E-07
1115,5579,12.01946545,10.05382252,2.004952431,0.479871094,4.21E-07
1116,5580,12.01980114,10.05356789,2.004927158,0.479601234,8.69E-08
1116,5581,12.0200882,10.05334663,2.004649878,0.479653865,1.37E-07
1116,5582,12.02039719,10.0531311,2.004077435,0.480008721,1.24E-07
1116,5583,12.02067757,10.05289364,2.003559113,0.480300069,3.07E-08
1116,5584,12.02096081,10.05265427,2.003368855,0.480196446,1.88E-07
1117,5585,12.02095222,10.05266094,2.003668547,0.4798446,1.48E-07
1117,5586,12.02094746,10.05266476,2.00393939,0.479500026,1.75E-08
1117,5587,12.02118397,10.05248547,2.003662586,0.479541868,1.92E-07
1117,5588,12.02141953,10.05231285,2.003203869,0.479781657,5.26E-08
1117,5589,12.0216465,10.05210781,2.002710581,0.480066031,6.16E-09
1118,5590,12.02164555,10.05210781,2.0030334,0.479683101,1.63E-07
1118,5591,12.02164459,10.05210781,2.003367424,0.479275912,7.19E-09
1118,5592,12.02188873,10.05172825,2.003125191,0.479312003,2.25E-07
1118,5593,12.02213955,10.0513649,2.002626181,0.479626536,8.84E-08
1118,5594,12.02239323,10.05099106,2.002172709,0.479876339,9.40E-09
1119,5595,12.02242374,10.05105686,2.002202272,0.479804605,6.80E-09
1119,5596,12.02244568,10.05112553,2.002479076,0.479445487,8.75E-08
1119,5597,12.02247238,10.05119419,2.002713203,0.479120135,6.79E-09
1119,5598,12.02248383,10.05099392,2.002577543,0.479254812,2.17E-07
1119,5599,12.02248192,10.0508728,2.002268314,0.479587048,4.30E-08
1120,5600,12.02248096,10.05087471,2.00234127,0.479494333,1.22E-08
1120,5601,12.022542,10.05063725,2.002485275,0.479278326,1.99E-08
1120,5602,12.02244282,10.05062294,2.002543926,0.479292154,5.33E-08
1120,5603,12.02233601,10.0506115,2.00241828,0.479518145,4.71E-08
1120,5604,12.02222824,10.05060005,2.002290964,0.479736924,4.27E-09
1121,5605,12.02222824,10.05060482,2.002467632,0.479522765,4.65E-08
1121,5606,12.02222061,10.05061245,2.002674818,0.479267299,7.57E-09
1121,5607,12.02221298,10.05061817,2.002651215,0.479268819,6.61E-08
1121,5608,12.02212143,10.05073643,2.00246048,0.479528219,6.32E-08
1121,5609,12.02124023,10.05104256,2.00255537,0.480191886,1.49E-07
1122,5610,12.0212574,10.0510664,2.003004313,0.479644567,2.71E-07
1122,5611,12.02127457,10.05109024,2.003443956,0.479094982,7.07E-09
1122,5612,12.02130318,10.05107689,2.003366947,0.479122221,3.02E-07
1122,5613,12.0220108,10.05081558,2.002224207,0.479698926,2.94E-07
1122,5614,12.02272224,10.05055237,2.001247644,0.48007223,4.00E-08
1123,5615,12.02271271,10.05055332,2.001894712,0.479325086,4.77E-07
1123,5616,12.0226984,10.05055332,2.002475739,0.478652328,7.38E-09
1123,5617,12.02142143,10.0494833,2.003162622,0.479171306,1.20E-06
1123,5618,12.02014446,10.04841042,2.003447294,0.480149209,1.82E-07
1123,5619,12.01886845,10.04733467,2.004025936,0.48077628,1.13E-07
1124,5620,12.01966953,10.04692554,2.004238367,0.479796797,7.93E-07
1124,5621,12.02056599,10.04663086,2.004186392,0.47897473,5.46E-08
1124,5622,12.02391911,10.0450573,2.000953913,0.479449987,1.43E-06
1124,5623,12.02721024,10.04341412,1.997968912,0.479683697,4.87E-08
1124,5624,12.03058529,10.04193306,1.995422602,0.479230702,3.80E-07
1125,5625,12.03058815,10.04193497,1.996453524,0.477974355,1.27E-06
1125,5626,12.03053379,10.04197216,1.99723351,0.477097452,1.23E-07
1125,5627,12.03048706,10.04178905,1.997132778,0.477337658,9.92E-07
1125,5628,12.03050041,10.04170895,1.996472478,0.478213429,3.22E-07
1125,5629,12.03050613,10.04163361,1.995969772,0.478917181,3.35E-08
1126,5630,12.03050804,10.04163551,1.996685386,0.478050798,5.89E-07
1126,5631,12.030509,10.04163933,1.997329831,0.477287769,1.65E-08
1126,5632,12.03018475,10.04188633,1.997153163,0.477866203,1.38E-06
1126,5633,12.02985954,10.04213142,1.996685028,0.47881639,1.09E-07
1126,5634,12.02956867,10.04229641,1.996299267,0.479643166,2.58E-08
1127,5635,12.02957058,10.04230022,1.997527242,0.478155136,1.67E-06
1127,5636,12.02957249,10.04230404,1.998614788,0.476852417,3.03E-08
1127,5637,12.02957821,10.04232216,1.998362899,0.477197498,2.03E-06
1127,5638,12.02958107,10.04233074,1.997075796,0.478820562,1.22E-06
1127,5639,12.02915001,10.04307079,1.99701035,0.479353398,9.08E-07
1128,5640,12.02898598,10.0428791,1.998264432,0.478028238,1.31E-06
1128,5641,12.0288229,10.04268646,1.9991436,0.477168113,1.64E-07
1128,5642,12.02877235,10.04212379,1.9987849,0.477745414,1.51E-06
1128,5643,12.02839661,10.042099,1.9977144,0.479468554,9.72E-07
1128,5644,12.02746582,10.0413475,1.99854207,0.479537964,2.01E-06
1129,5645,12.02749634,10.04133224,1.999234676,0.478675157,5.39E-07
1129,5646,12.02752781,10.04131699,1.999876022,0.477878124,3.81E-09
1129,5647,12.02756214,10.04130363,1.99970448,0.478066623,6.96E-07
1129,5648,12.02759743,10.0412941,1.998896718,0.479028344,4.22E-07
1129,5649,12.02768421,10.04074287,1.998366475,0.479655683,1.10E-07
1130,5650,12.02707005,10.04003525,2.000323296,0.47797063,2.00E-06
1130,5651,12.0265379,10.03932381,2.001454353,0.477205187,6.00E-07
1130,5652,12.02595615,10.03870773,2.000953197,0.478467137,2.88E-06
1130,5653,12.02537823,10.03809261,1.999892235,0.480386317,3.12E-07
1130,5654,12.02479267,10.03749275,2.000026703,0.480876684,1.45E-06
1131,5655,12.02479458,10.03748798,2.001589537,0.479005486,2.48E-06
1131,5656,12.02461529,10.03757572,2.00288415,0.477621883,1.69E-07
1131,5657,12.024086,10.03772163,2.002808094,0.478215605,2.77E-06
1131,5658,12.02356243,10.03786373,2.001596928,0.480142713,1.27E-06
1131,5659,12.02317524,10.03788185,2.000881195,0.481351823,3.69E-07
1132,5660,12.02320766,10.0378933,2.002640486,0.479243487,3.19E-06
1132,5661,12.02323532,10.03798199,2.004147053,0.477425367,6.26E-08
1132,5662,12.02393818,10.03807068,2.003075123,0.478007942,4.18E-06
1132,5663,12.02292538,10.03951359,2.001812458,0.480285734,2.12E-06
1132,5664,12.02191353,10.04095745,2.001285553,0.481689692,5.60E-07
1133,5665,12.02190685,10.04094791,2.003283262,0.479381919,3.98E-06
1133,5666,12.02190113,10.04093933,2.004994631,0.47739768,8.05E-08
1133,5667,12.02175713,10.04088593,2.004626513,0.477943718,4.85E-06
1133,5668,12.0217104,10.04084396,2.002486467,0.480428636,2.92E-06
1133,5669,12.02166557,10.04080009,2.001064777,0.482071877,5.43E-07
1134,5670,12.02158165,10.04106808,2.003420353,0.479435623,5.52E-06
1134,5671,12.02147865,10.04133415,2.005512476,0.477111071,7.37E-08
1134,5672,12.02262402,10.04055882,2.004116297,0.477780789,7.27E-06
1134,5673,12.02159786,10.03508377,2.002892256,0.480449885,3.35E-06
1134,5674,12.02056789,10.02998447,2.002314091,0.48236841,4.60E-07
1135,5675,12.02058315,10.02999973,2.004575729,0.479839206,5.50E-06
1135,5676,12.02060032,10.03001595,2.0066607,0.477494687,3.76E-08
1135,5677,12.02578068,10.03339863,2.001593828,0.478653342,1.08E-05
1135,5678,12.03075886,10.03663445,1.996457696,0.480224848,1.54E-07
1135,5679,12.03545666,10.03979492,1.992886901,0.479948729,3.00E-06
1136,5680,12.03546906,10.03979206,1.994670153,0.477622867,4.84E-06
1136,5681,12.03547287,10.03980732,1.996539474,0.475228816,3.26E-08
1136,5682,12.0354948,10.03983307,1.996545553,0.475291818,5.49E-06
1136,5683,12.03390121,10.03846741,1.995265961,0.478647262,1.03E-05
1136,5684,12.03232002,10.03708172,1.994523525,0.481286734,4.51E-07
1137,5685,12.03237915,10.03709316,1.996860385,0.478367835,8.65E-06
1137,5686,12.03199959,10.03834724,1.999929905,0.474871635,5.52E-07
1137,5687,12.03217316,10.03962135,2.000184536,0.474392354,9.79E-06
1137,5688,12.03214455,10.04117966,1.997661591,0.477496207,1.42E-05
1137,5689,12.03211498,10.04274273,1.99464941,0.481159478,5.24E-07
1138,5690,12.03203678,10.04276466,1.996913671,0.478541017,8.42E-06
1138,5691,12.03195858,10.04278564,1.99936235,0.47572577,8.08E-08
1138,5692,12.03190899,10.04281139,1.999963641,0.475109696,6.15E-06
1138,5693,12.03144741,10.04223633,1.998465896,0.477367401,1.05E-05
1138,5694,12.03114128,10.04191589,1.996402264,0.480136395,4.02E-07
1139,5695,12.03152943,10.04168034,1.997107983,0.479046881,1.57E-06
1139,5696,12.02643776,10.04108906,2.003303766,0.475295514,1.02E-05
1139,5697,12.02168369,10.04050446,2.006978273,0.474562347,1.29E-05
1139,5698,12.01394176,10.04136658,2.010723352,0.477304459,1.74E-05
1139,5699,12.00721836,10.04222393,2.012331724,0.48246932,1.16E-05
1140,5700,12.00870705,10.03955936,2.010002136,0.483867705,3.70E-06
1140,5701,12.01020432,10.03693295,2.008925438,0.483655274,4.43E-06
1140,5702,12.0124321,10.03408718,2.008856535,0.48141396,7.02E-06
1140,5703,12.01475334,10.03116894,2.009073496,0.478729546,4.33E-07
1140,5704,12.01671791,10.02869797,2.008617163,0.477195054,2.34E-06
1141,5705,12.01678276,10.02873802,2.006632566,0.479513586,9.66E-06
1141,5706,12.01680851,10.0287714,2.004231453,0.482344598,5.93E-07
1141,5707,12.01957321,10.0308342,2.000896692,0.483438402,5.62E-06
1141,5708,12.02231026,10.03288841,1.999644518,0.481965899,1.22E-05
1141,5709,12.02501583,10.03492451,1.999906421,0.478713959,6.40E-06
1142,5710,12.02501678,10.03492451,1.999812245,0.478825927,2.41E-08
1142,5711,12.02501774,10.03492546,1.999691606,0.478969723,1.89E-09
1142,5712,12.02427769,10.03560925,2.000774145,0.478410482,9.28E-07
1142,5713,12.02347374,10.03637028,2.001940489,0.477800488,1.17E-08
1142,5714,12.02275085,10.03766918,2.002262592,0.478083789,1.49E-06
1143,5715,12.02266788,10.03758812,2.001623869,0.478940696,1.36E-06
1143,5716,12.02252197,10.0375967,2.000795364,0.480080396,1.47E-07
1143,5717,12.02237606,10.03760624,2.000441313,0.480649441,6.04E-07
1143,5718,12.02198219,10.03800011,2.001173019,0.480153799,2.06E-06
1143,5719,12.02158737,10.03839397,2.002377033,0.479088098,5.85E-07
1144,5720,12.0215807,10.03840446,2.002166033,0.479341686,1.19E-07
1144,5721,12.02157116,10.03841782,2.001890898,0.479669392,1.26E-08
1144,5722,12.02156162,10.03843021,2.001756191,0.479823291,5.65E-08
1144,5723,12.02155209,10.0384407,2.001859188,0.479686946,1.49E-07
1144,5724,12.02145386,10.03847122,2.002260447,0.479274184,1.35E-07
1145,5725,12.02145481,10.03847027,2.002152443,0.479396641,2.92E-08
1145,5726,12.02145576,10.03846931,2.002012491,0.479551107,5.03E-09
1145,5727,12.02145672,10.03846836,2.001939774,0.479618996,1.57E-08
1145,5728,12.02145767,10.03846836,2.001978636,0.479546934,3.52E-08
1145,5729,12.02145863,10.03846741,2.002089739,0.479382694,1.67E-08
1146,5730,12.02145863,10.03846741,2.002058983,0.479413271,4.70E-09
1146,5731,12.02145863,10.03846741,2.002018213,0.479449719,3.19E-09
1146,5732,12.02145863,10.03846741,2.00199151,0.47946313,3.84E-09
1146,5733,12.02110577,10.03812599,2.002025604,0.479790717,1.56E-07
1146,5734,12.020751,10.03778362,2.002258539,0.479875952,9.56E-08
1147,5735,12.02075386,10.03777504,2.002472162,0.479611069,1.12E-07
1147,5736,12.02075672,10.03776646,2.002726793,0.479288757,9.16E-09
1147,5737,12.02075863,10.03778267,2.002818584,0.479153514,5.92E-08
1147,5738,12.02077484,10.03780365,2.002645493,0.47931084,1.35E-07
1147,5739,12.02084923,10.03773308,2.002293348,0.47961387,4.04E-08
1148,5740,12.02084446,10.0377388,2.002371788,0.479516745,1.80E-08
1148,5741,12.02083969,10.03774357,2.002460003,0.479400605,4.73E-09
1148,5742,12.02070713,10.03744221,2.00247407,0.47952354,8.36E-08
1148,5743,12.02057362,10.03713989,2.002482414,0.479646057,4.47E-09
1148,5744,12.02043915,10.03683758,2.002552509,0.479687154,1.39E-08
1149,5745,12.02043915,10.03683853,2.002628803,0.479587257,1.86E-08
1149,5746,12.02043915,10.03683949,2.002713919,0.479468346,5.44E-09
1149,5747,12.02043915,10.03684044,2.002727985,0.479425699,1.35E-08
1149,5748,12.0204401,10.03683758,2.002642155,0.479493201,2.20E-08
1149,5749,12.02044106,10.03683472,2.002508163,0.47960937,8.24E-09
1150,5750,12.02044106,10.03683472,2.002547979,0.479553312,8.77E-09
1150,5751,12.02044106,10.03683472,2.002583742,0.479494601,4.16E-09
1150,5752,12.02039528,10.03688717,2.002583265,0.479521006,1.09E-08
1150,5753,12.0203476,10.03694153,2.002579212,0.479540408,7.77E-09
1150,5754,12.02029896,10.03699589,2.002559423,0.479571432,4.61E-09
1151,5755,12.02008247,10.03621483,2.002998114,0.479287237,1.19E-07
1151,5756,12.01985741,10.0354414,2.003218889,0.479263216,9.17E-08
